iso_code,country_name,year,UN_subregion,UN_region,SDG_region,UNICEF_region,WHO_region,WB_income_group,WB_region,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,report_author,source,under5,moderate_wasting,stunting_children,wasting_children,severe_wasting_children,moderate_wasting_children,overweight_children,underweight_children,severe_wasting_needs_kg,moderate_wasting_needs_kg,wasting_needs_kg,stunting_needs_kg
NGA,NIGERIA,2007,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,16133.0,6.7,13.4,13.3,42.8,25.7, High exclusion rate,National Bureau of Statistics (NBS).,"Nigeria multiple indicator cluster survey 2007: Final report (MICS). Abuja, Nigeria: NBS, 2007 (and additional analysis).",25765534,6.7,11027648,3452581,1726290,1726290,3426816,6621742,23356703,10789312,34146015,39699532
NGA,NIGERIA,2008,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,23702.0,7.7,14.4,10.5,41.0,26.7,0,National Population Commission (NPC) [Nigeria] and ICF Macro.,"Nigeria demographic and health survey 2008. Demographic and Health Surveys. Abuja, Nigeria: National Population Commission and ICF Macro, 2009 (and additional analysis).",26394363,6.7,10821688,3800788,2032365,1768422,2771408,7047294,27497898,11052637,38550535,38958076
NGA,NIGERIA,2011,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,24359.0,3.1,10.2,3.0,36.0,24.4,0,National Bureau of Statistics.,"Nigeria multiple indicator cluster survey 2011 (MICS): Monitoring the situation of children and women. Abuja, Nigeria, 2011 (and additional analysis).",28404178,7.1,10225504,2897226,880529,2016696,852125,6930619,11913557,12604350,24517907,36811814
NGA,NIGERIA,2013,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,28792.0,9.1,18.1,4.9,36.4,31.0,0,National Population Commission (NPC) [Nigeria] and ICF International.,"Nigeria demographic and health survey 2013. Demographic and Health Surveys. Abuja, Nigeria, and Rockville, Maryland, USA: NPC and ICF International, 2014 (and additional analysis).",29791267,9.000000000000002,10844021,5392219,2711005,2681214,1459772,9235292,36679897,16757587,53437484,39038475
NGA,NIGERIA,2014,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,19945.0,2.0,7.9,1.8,32.9,19.8,0,National Bureau of Statistics and UNICEF.,"Summary findings of national nutrition and health survey, 9th feb to 5th May 2014, Nigeria: SMART methods (and additional analysis).",30461065,5.9,10021690,2406424,609221,1797202,548299,6031290,8242760,11232512,19475272,36078084
NGA,NIGERIA,2015,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,0,1.8,7.2,1.6,32.9,19.4,(pending reanalysis),"National Bureau of Statistics (NBS), Abuja Nigeria","National Nutrition and Health Surveys (NNHS) - Report on The Nutrition and Health Situation of Nigeria, November 2015",31109161,5.4,10234913,2239859,559964,1679894,497746,6035177,7576312,10499337,18075649,36845686
OMN,OMAN,1991,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,High Income,Middle East & North Africa,764.0,0.0,7.8,8.4,24.2,18.6,Age-adjusted; converted estimates,Musaiger OA.,"Ministry of Health. National Nutrition Survey of the Sultanate of Oman. UNICEF Muscat, Oman, 1993 (and additional analysis).",323080,0.0,78185,25200,0,0,27138,60092,0,0,0,281466
OMN,OMAN,1994,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,High Income,Middle East & North Africa,639.0,0.8,7.2,1.0,21.1,10.4,Age-adjusted,Ministry of Health.,"National study on the prevalence of vitamin A deficiency (VAD) among children 6 months to 7 years. Muscat, Sultanate of Oman, 1995 (and additional analysis).",316531,6.4,66788,22790,2532,20257,3165,32919,34257,126606,160863,240436
OMN,OMAN,1999,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,High Income,Middle East & North Africa,14076.0,1.1,7.3,1.6,12.9,11.3,0,"Alasfoor D, Mohammed AJ.",Implications of the use of the new WHO growth charts on the interpretation of malnutrition and obesity in infants and young children in Oman. Eastern Mediterranean Health Journal 2009;15:890-8 (and additional analysis).,288705,6.199999999999999,37242,21075,3175,17899,4619,32623,42957,111868,154825,134071
OMN,OMAN,2009,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,High Income,Middle East & North Africa,8105.0,0.8,7.1,1.7,9.8,8.6,0,"Alasfoor D, Al Sayed M, AlShamakhi S, Al Ghammari I.","Second national PEM survey 2009. Ministry of Health. Muscat, Oman, 2011.",275056,6.3,26955,19528,2200,17328,4675,23654,29766,108300,138066,97038
OMN,OMAN,2014,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,High Income,Middle East & North Africa,0,2.4,7.5,4.4,14.1,9.7,0,National Centre for Statistics and Information.,"Multiple Indicator Cluster Survey 2014, Key Findings. Muscat, Oman, 2016. ",369953,5.1,52163,27746,8878,18867,16277,35885,120119,117918,238037,187786
PAK,PAKISTAN,1986,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,EMRO,Lower Middle Income,South Asia,6707.0,0.0,24.0,7.8,62.5,44.4,Converted estimates,Government of Pakistan.,"National nutrition survey 1985-87 report. National Institute of Health, Nutrition Division. Islamabad, Pakistan, 1988 (and additional analysis).",16239890,0.0,10149931,3897573,0,0,1266711,7210511,0,0,0,36539751
PAK,PAKISTAN,1991,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,EMRO,Lower Middle Income,South Asia,4588.0,4.8,12.5,5.4,54.5,39.0,0,The National Institute of Population Studies (NIPS),"Pakistan demographic and health survey 1990/91. Demographic and Health Surveys. National Institute of Population Studies. Islamabad, Pakistan, 1992 (and additional analysis).",18961337,7.7,10333928,2370167,910144,1460022,1023912,7394921,12314248,9125137,21439385,37202140
PAK,PAKISTAN,1992,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,EMRO,Lower Middle Income,South Asia,3240.0,5.0,17.2,1.6,42.7,35.3,0,Nuruddin R and Azam I.,"National health survey of Pakistan (NHSP, 1990-94): Health profile of the people of Pakistan. Islamabad, Pakistan, 1998 (and additional analysis).",19244165,12.2,8217258,3309996,962208,2347788,307906,6793190,13018674,14673675,27692349,29582128
PAK,PAKISTAN,1995,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,EMRO,Lower Middle Income,South Asia,7368.0,0.0,0.0,0.0,0.0,34.2,Converted estimate,Ministry of Health.,"Multiple indicator cluster survey of Pakistan, 1995. MICS surveys. Government of Pakistan. Islamabad, Pakistan, 1996 (and additional analysis).",19550139,0.0,0,0,0,0,0,6686147,0,0,0,0
PAK,PAKISTAN,2001,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,EMRO,Lower Middle Income,South Asia,10027.0,5.9,14.2,4.8,41.5,31.3,0,"Pakistan Institute of Development Economics, Micro-nutrient Laboratories Aga Khan University and Medical Centre Karachi.","National nutrition survey 2001-2002. Islamabad, Pakistan: Planning Commission, Government of Pakistan and UNICEF, 2004 (and additional analysis).",20265379,8.299999999999999,8410132,2877683,1195657,1682026,972738,6343063,16177239,10512662,26689901,30276475
PAK,PAKISTAN,2011,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,EMRO,Lower Middle Income,South Asia,29525.0,5.7,14.8,6.4,43.0,30.9,0,"Aga Khan University (Pakistan), Pakistan Medical Research Council (PMRC), Nutrition Wing, Cabinet Division, Government of Pakistan and UNICEF.","National nutrition survey Pakistan, 2011. Islamabad, Pakistan: Aga Khan University, PMRC, Government of Pakistan and UNICEF, 2012 (and additional analysis).",23272258,9.100000000000001,10007070,3444294,1326518,2117775,1489424,7191127,17947788,13236093,31183881,36025452
PAK,PAKISTAN,2012,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,EMRO,Lower Middle Income,South Asia,3815.0,3.3,10.5,4.8,45.0,31.6,0,National Institute of Population Studies (NIPS) [Pakistan] and ICF International.,"Pakistan demographic and health survey 2012-13. Demographic and Health Surveys. Islamabad, Pakistan, and Calverton, Maryland, USA: NIPS and ICF International, 2013 (and additional analysis).",23818566,7.2,10718354,2500949,786012,1714936,1143291,7526666,10634742,10718350,21353092,38586074
PAN,PANAMA,1997,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2289.0,0.4,1.4,6.2,21.5,6.3,0,Ministerio de Planificacion y Politica Economica.,"Encuesta de niveles de vida. 1997 Panama living standards survey (LSMS). Ciudad de Panama, Republica de Panama, 1998 (and additional analysis).",327720,0.9999999999999999,70459,4588,1310,3277,20318,20646,17724,20481,38205,253652
PAN,PANAMA,2003,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2692.0,0.0,0.0,0.0,22.2,5.1,0,"Republica de Panama, Ministerio de Economia y Finanzas Direccion de Politicas Sociales.","Situacion nutricional, patron de consumo y acceso a alimentos de la poblacion panameña: Segunda encuesta de niveles de vida - 2003. Panama City, Republica de Panama, 2006.",350212,0.0,77747,0,0,0,0,17860,0,0,0,279889
PAN,PANAMA,2008,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2515.0,0.3,1.2,0.0,19.1,3.9,0,"Ministerio de Salud, Fondo de las Naciones Unidas para la Infancia y Contraloria General de la Republica.","Estado nutricional de niños menores de cinco años: Encuesta de niveles de vida, 2008. Panama City, Republica de Panama, 2009.",360627,0.8999999999999999,68879,4327,1081,3245,0,14064,14625,20281,34906,247964
PNG,PAPUA NEW GUINEA,1983,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,27510.0,1.2,5.5,3.1,46.0,22.8, Adjusted NR to NA; 85% of total population,"Smith T, Keig G, Marks J, Grau R.","Summary results by environmental zone from the 1982/83 National Nutrition Survey of Papua New Guinea. Papua New Guinea Institute of Medical Research. Goroka, Papua New Guinea, 1992 (and additional analysis).",601519,4.3,276698,33083,7218,25865,18647,137146,97659,161656,259315,996112
PNG,PAPUA NEW GUINEA,2005,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,924.0,0.8,4.4,3.4,43.9,18.1,0,"Department of Health of Papua New Guinea, UNICEF Papua New Guinea, University of Papua New Guinea, US Centers of Disease Control and Prevention.","Papua New Guinea national micronutrient survey 2005: Final report. Port Moresby, Papua New Guinea, 2009 (and additional analysis).",920787,3.6000000000000005,404225,40514,7366,33148,31306,166662,99661,207175,306836,1455210
PNG,PAPUA NEW GUINEA,2010,Melanesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,942157.0,6.5,14.3,13.8,49.5,27.9,0,National Statistical Office.,"2009-2010 Papua New Guinea household income and expenditure survey: Summary tables. Port Moresby: National Statistical Office, 2013 (and additional analysis).",983165,7.800000000000001,486666,140592,63905,76686,135676,274303,864634,479287,1343921,1751997
PRY,PARAGUAY,1990,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,3457.0,0.2,0.6,6.3,18.3,2.8,0,"Carron JM, Loaiza E, Ochoa LH.","Encuesta nacional de demografia y salud 1990. Demographic and Health Surveys. Asuncion, Paraguay, 1991 (and additional analysis).",653506,0.39999999999999997,119591,3921,1307,2614,41170,18298,17683,16337,34020,430527
PRY,PARAGUAY,2005,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,483612.0,0.0,1.1,7.1,17.5,3.4,0,Sanabria MC.,"Informe final de consultoria: Analisis de la situacion de salud infantil y antropometria en menores de 5 años. Paraguay EPH 2005. Asuncion, Paraguay: PNUD Paraguay, 2006.",669037,0.0,117081,7359,0,0,47501,22747,0,0,0,421491
PRY,PARAGUAY,2012,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,558648.0,0.4,2.6,11.7,10.9,2.6,0,UNICEF,"Análisis de la situación nutricional de los niños menores de cinco años en Paraguay a partir de la encuesta de ingresos y gastos y de condiciones de vida 2011-2012. Asunción, Paraguay, 2014 (and additional analysis).",683937,2.2,74549,17782,2735,15046,80020,17782,37004,94037,131041,268376
PER,PERU,1991,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,7205.0,0.6,1.9,9.3,37.3,8.8,0,"Padilla A, Ochoa LH, Marckwardt AM.","Encuesta demografica y de salud familiar 1991/1992. Demographic and Health Surveys. Lima, Peru, 1992 (and additional analysis).",3060350,1.2999999999999998,1141510,58146,18362,39784,284612,269310,248437,248650,497087,4109436
PER,PERU,1996,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,13829.0,0.7,1.6,9.9,31.6,5.7,0,Instituto Nacional de Estadistica e Informacion,"Peru demographic and health survey 1996. Demographic and Health Surveys.  Instituto Nacional de Estadistica e Informacion. Lima, Peru, 1997 (and additional analysis).",3063740,0.9000000000000001,968141,49019,21446,27573,303310,174633,290164,172331,462495,3485307
PER,PERU,2000,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,10712.0,0.4,1.1,11.8,31.3,5.2,0,Reyes J and Ochoa LH.,"Encuesta demografica y de salud familiar 2000. Demographic and Health Surveys. Lima, Peru and Calverton, Maryland, USA: Instituto Nacional de Estadistica e Informacion y ORC Macro, 2001 (and additional analysis).",3009387,0.7000000000000001,941938,33103,12037,21065,355107,156488,162860,131656,294516,3390976
PER,PERU,2005,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1893.0,0.1,1.0,9.1,29.8,5.4,0,"Instituto Nacional de Estadistica e Informatica (INEI), Agencia de los Estados Unidos para el Desarrollo Internacional (USAID), Measure DHS+/ORC Macro","Peru, encuesta demografica y de salud familiar. Informe principal: ENDES continua 2004-2006.  Demographic and Health Surveys. Lima, Peru: INEI, USAID and ORC Macro, 2007 (and additional analysis).",2960998,0.9,882377,29609,2960,26648,269450,159893,40048,166550,206598,3176557
PER,PERU,2008,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,9746.0,0.2,0.8,9.8,28.2,4.5,0,"Instituto Nacional de Estadística e Informática (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar. Informe principal: ENDES continua 2007-2008.  Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2009 (and additional analysis).",2952038,0.6000000000000001,832474,23616,5904,17712,289299,132841,79881,110700,190581,2996906
PER,PERU,2009,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,9140.0,0.2,0.6,10.3,23.9,4.3,0,"Instituto Nacional de Estadística e Informática (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2009.  Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2010 (and additional analysis).",2946076,0.39999999999999997,704112,17676,5892,11784,303445,126681,79718,73650,153368,2534803
PER,PERU,2010,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,8711.0,0.1,0.7,8.1,23.3,4.3,0,"Instituto Nacional de Estadística e Informática (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2010.  Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2011 (and additional analysis).",2950506,0.6,687467,20653,2950,17703,238990,126871,39913,110643,150556,2474881
PER,PERU,2011,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,8862.0,0.1,0.4,8.9,19.6,4.2,0,"Instituto Nacional de Estadística e Informática (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2011. Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2012 (and additional analysis).",2957457,0.30000000000000004,579661,11829,2957,8872,263213,124213,40008,55450,95458,2086779
PER,PERU,2012,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,9188.0,0.1,0.6,7.2,18.4,3.5,0,"Instituto Nacional de Estadística e Informática (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2012. Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2013 (and additional analysis).",2972648,0.5,546967,17835,2972,14863,214030,104042,40211,92893,133104,1969081
